player_club,age,position,nationality,player_height,strong_foot,contract_value_time,appearances,PPG,substitutions_on,substitutions_off,goals_conceded,clean_sheet,market_value,minute_per_game,goal_per_game,assist_per_game
351,29.0,Forward,177,1.83,right,2.0,15.0,2.0,3.0,7.0,0.0,0.0,6000.0,0.0744,0.6666666666666666,0.0666666666666666
1,23.0,Forward,74,1.76,right,4.0,8.0,1.25,5.0,3.0,0.0,0.0,800.0,30.75,0.0,0.0
1,24.0,Forward,202,1.84,right,1.0,10.0,1.6,4.0,6.0,0.0,0.0,1500.0,49.4,0.1,0.0
402,27.0,Midfielder,192,1.84,right,4.0,7.0,0.71,3.0,2.0,0.0,0.0,7500.0,55.28571429,0.0,0.0
385,25.0,Midfielder,201,1.78,right,4.0,11.0,2.18,0.0,7.0,0.0,0.0,16000.0,77.81818182,0.5454545454545454,0.4545454545454545
414,28.0,Forward,206,1.85,right,2.0,3.0,1.33,3.0,0.0,0.0,0.0,6000.0,8.0,0.0,0.3333333333333333
389,27.0,Defender,199,1.93,right,5.0,4.0,1.25,1.0,1.0,0.0,0.0,10000.0,58.75,0.0,0.0
230,24.0,Defender,202,1.87,right,2.0,5.0,3.0,2.0,0.0,0.0,0.0,1500.0,58.8,0.0,0.0
1,29.0,Defender,207,1.73,left,2.0,9.0,1.78,0.0,2.0,0.0,0.0,3300.0,88.11111111,0.0,0.1111111111111111
1,26.0,Midfielder,202,1.83,right,1.0,2.0,0.5,0.0,1.0,0.0,0.0,125.0,83.0,0.0,0.0
1,25.0,Midfielder,202,1.77,left,1.0,14.0,1.86,2.0,7.0,0.0,0.0,75.0,0.075,0.2857142857142857,0.0
1,26.0,Midfielder,202,1.77,right,3.0,8.0,1.63,1.0,5.0,0.0,0.0,1500.0,69.25,0.0,0.5
277,30.0,Forward,207,1.78,both,2.0,15.0,2.2,1.0,8.0,0.0,0.0,2500.0,0.076733333,0.2,0.2666666666666666
92,25.0,Forward,210,1.88,right,1.0,6.0,1.33,3.0,1.0,0.0,0.0,600.0,58.16666667,0.0,0.1666666666666666
1,25.0,Defender,203,1.76,right,1.0,10.0,1.4,2.0,6.0,0.0,0.0,400.0,63.7,0.0,0.0
1,24.0,Midfielder,130,1.85,left,3.0,9.0,1.67,1.0,4.0,0.0,0.0,5000.0,72.55555556,0.0,0.0
1,24.0,Midfielder,202,1.86,right,1.0,11.0,1.64,3.0,1.0,0.0,0.0,225.0,73.72727273,0.0909090909090909,0.1818181818181818
1,24.0,Midfielder,202,1.8,left,2.0,11.0,1.45,7.0,4.0,0.0,0.0,350.0,37.45454545,0.0,0.0
298,22.0,Forward,202,1.98,right,4.0,5.0,1.0,4.0,0.0,0.0,0.0,4000.0,27.2,0.2,0.0
298,24.0,Midfielder,202,1.86,right,4.0,1.0,1.5143660090423348,1.0,0.0,0.0,0.0,5000.0,7.0,0.0,0.0
1,25.0,Midfielder,202,1.75,right,2.0,2.0,0.5,1.0,1.0,0.0,0.0,500.0,50.5,0.0,0.0
1,30.0,Forward,189,1.73,left,0.0,1.0,3.0,1.0,0.0,0.0,0.0,550.0,18.0,0.0,0.0
398,28.0,Defender,205,1.86,right,2.0,1.0,3.0,1.0,0.0,0.0,0.0,8000.0,20.0,0.0,0.0
1,24.0,Defender,202,1.8,left,2.0,1.0,1.5143660090423348,1.0,0.0,0.0,0.0,350.0,12.0,0.0,0.0
395,26.0,Defender,210,1.77,right,2.0,12.0,1.92,0.0,5.0,0.0,0.0,3500.0,82.33333333,0.0833333333333333,0.0
1,23.0,Midfielder,202,1.83,right,1.0,7.0,0.86,4.0,2.0,0.0,0.0,600.0,40.28571429,0.0,0.0
1,23.0,Midfielder,202,1.74,right,0.0,8.0,1.0,8.0,0.0,0.0,0.0,800.0,16.25,0.0,0.0
1,23.0,Midfielder,184,1.75,right,1.0,8.0,2.25,2.0,6.0,0.0,0.0,200.0,63.125,0.25,0.125
1,24.0,Forward,202,1.91,left,2.0,15.0,1.87,4.0,5.0,0.0,0.0,150.0,0.0678,0.4666666666666667,0.2
103,36.0,Defender,170,1.83,right,1.0,14.0,1.21,1.0,1.0,0.0,0.0,150.0,0.083285714,0.0,0.0
1,28.0,Defender,191,1.78,left,3.0,4.0,1.75,1.0,2.0,0.0,0.0,2500.0,57.5,0.0,0.0
1,26.0,Forward,192,1.79,right,1.0,5.0,1.2,2.0,3.0,0.0,0.0,9000.0,49.6,0.0,0.0
315,25.0,Defender,204,1.91,right,2.0,8.0,1.25,0.0,0.0,0.0,0.0,7000.0,90.0,0.25,0.0
1,34.0,Defender,202,1.9,right,1.0,7.0,1.57,3.0,0.0,0.0,0.0,350.0,63.42857143,0.0,0.0
1,23.0,Defender,202,1.8,left,3.0,4.0,2.5,1.0,2.0,0.0,0.0,600.0,69.0,0.25,0.25
369,25.0,Defender,195,1.84,left,1.0,9.0,2.56,0.0,2.0,0.0,0.0,8000.0,80.66666667,0.0,0.1111111111111111
234,22.0,Defender,202,1.78,right,2.0,9.0,1.33,1.0,2.0,0.0,0.0,5000.0,80.33333333,0.0,0.1111111111111111
1,29.0,Defender,205,1.89,right,2.0,9.0,1.78,0.0,2.0,0.0,0.0,2200.0,84.22222222,0.0,0.1111111111111111
1,29.0,Defender,202,1.82,right,3.0,8.0,1.63,0.0,5.0,0.0,0.0,1500.0,78.0,0.0,0.0
1,27.0,Defender,202,1.76,right,1.0,5.0,0.8,0.0,4.0,0.0,0.0,1800.0,66.6,0.0,0.0
401,29.0,Midfielder,160,1.85,right,3.0,10.0,2.0,3.0,1.0,0.0,0.0,11000.0,61.6,0.0,0.0
1,30.0,Midfielder,204,1.74,right,3.0,10.0,1.2,1.0,3.0,0.0,0.0,1800.0,79.3,0.0,0.2
1,35.0,Midfielder,202,1.82,right,1.0,10.0,1.7,0.0,1.0,0.0,0.0,150.0,88.6,0.0,0.0
1,28.0,Midfielder,202,1.76,right,4.0,11.0,1.91,0.0,9.0,0.0,0.0,450.0,76.09090909,0.0909090909090909,0.1818181818181818
348,29.0,Midfielder,190,1.77,right,4.0,15.0,2.07,5.0,8.0,0.0,0.0,800.0,58.6,0.1333333333333333,0.1333333333333333
1,31.0,Forward,135,1.83,right,1.0,9.0,2.11,6.0,2.0,0.0,0.0,750.0,41.0,0.1111111111111111,0.0
277,31.0,Forward,200,1.88,right,1.0,12.0,2.33,2.0,6.0,0.0,0.0,14000.0,70.91666667,0.5,0.3333333333333333
234,22.0,Forward,202,1.87,right,1.0,10.0,1.5,0.0,9.0,0.0,0.0,3000.0,77.0,0.4,0.4
1,25.0,Defender,202,1.87,left,2.0,11.0,1.18,1.0,6.0,0.0,0.0,225.0,72.36363636,0.0909090909090909,0.0909090909090909
360,31.0,Midfielder,113,1.76,left,2.0,13.0,1.38,0.0,7.0,0.0,0.0,1000.0,76.46153846,0.3076923076923077,0.3076923076923077
288,23.0,Forward,135,1.72,left,1.0,5.0,2.2,2.0,3.0,0.0,0.0,600.0,42.4,0.2,0.0
1,23.0,Forward,202,1.75,right,2.0,6.0,1.83,2.0,4.0,0.0,0.0,3000.0,52.83333333,0.0,0.3333333333333333
355,27.0,Forward,135,1.72,right,2.0,6.0,2.0,0.0,6.0,0.0,0.0,6000.0,74.16666667,0.3333333333333333,0.0
337,28.0,Defender,202,1.93,right,2.0,4.0,2.25,3.0,0.0,0.0,0.0,3500.0,40.5,0.0,0.0
1,33.0,Defender,202,1.93,right,1.0,4.0,2.25,3.0,0.0,0.0,0.0,200.0,26.0,0.0,0.0
1,27.0,Defender,202,1.9,right,2.0,9.0,1.67,0.0,1.0,0.0,0.0,200.0,86.0,0.0,0.0
357,37.0,Defender,190,1.89,right,1.0,6.0,2.17,3.0,1.0,0.0,0.0,600.0,51.33333333,0.0,0.0
422,26.0,Defender,169,1.83,right,0.0,11.0,2.0,0.0,5.0,0.0,0.0,20000.0,80.0,0.0909090909090909,0.0909090909090909
419,30.0,Midfielder,202,1.87,right,4.0,9.0,2.56,1.0,5.0,0.0,0.0,17000.0,73.66666667,0.2222222222222222,0.1111111111111111
1,27.0,Midfielder,202,1.86,right,0.0,9.0,2.11,0.0,2.0,0.0,0.0,900.0,85.33333333,0.0,0.0
338,29.0,Midfielder,202,1.84,right,2.0,3.0,2.0,0.0,2.0,0.0,0.0,7000.0,79.0,0.0,0.0
360,28.0,Midfielder,190,1.77,right,3.0,3.0,2.33,1.0,3.0,0.0,0.0,1200.0,54.33333333,0.3333333333333333,0.3333333333333333
338,31.0,Forward,202,1.88,left,2.0,10.0,1.4,1.0,6.0,0.0,0.0,2500.0,73.2,0.5,0.2
396,29.0,Forward,74,1.8,right,2.0,10.0,1.0,4.0,4.0,0.0,0.0,7500.0,53.8,0.0,0.0
1,28.0,Forward,202,1.8,left,0.0,10.0,0.6,1.0,4.0,0.0,0.0,650.0,81.0,0.3,0.0
1,22.0,Forward,202,1.8,right,2.0,7.0,1.29,7.0,0.0,0.0,0.0,200.0,22.14285714,0.1428571428571428,0.1428571428571428
1,33.0,Forward,202,1.92,right,2.0,7.0,1.43,3.0,4.0,0.0,0.0,300.0,45.14285714,0.0,0.2857142857142857
262,28.0,Forward,191,1.87,left,1.0,12.0,1.75,0.0,5.0,0.0,0.0,6500.0,80.5,0.6666666666666666,0.0833333333333333
1,30.0,Defender,202,1.88,right,2.0,9.0,2.0,0.0,0.0,0.0,0.0,1500.0,86.33333333,0.0,0.0
1,25.0,Defender,202,1.9,right,1.0,9.0,1.22,0.0,0.0,0.0,0.0,200.0,87.11111111,0.0,0.1111111111111111
1,30.0,Defender,168,1.83,left,1.0,2.0,1.5143660090423348,1.0,1.0,0.0,0.0,900.0,53.0,0.0,0.0
1,32.0,Defender,120,1.78,right,2.0,8.0,1.13,0.0,0.0,0.0,0.0,275.0,90.0,0.0,0.0
1,34.0,Midfielder,147,1.9,both,0.0,4.0,1.0,2.0,2.0,0.0,0.0,400.0,39.0,0.0,0.0
1,25.0,Midfielder,199,1.9,both,1.0,13.0,1.15,2.0,3.0,0.0,0.0,75.0,69.30769231,0.0,0.0
1,27.0,Midfielder,173,1.77,right,2.0,10.0,1.9,1.0,8.0,0.0,0.0,500.0,61.8,0.2,0.0
53,29.0,Midfielder,138,1.79,left,3.0,13.0,0.69,1.0,6.0,0.0,0.0,800.0,0.083,0.1538461538461538,0.0769230769230769
1,30.0,Midfielder,202,1.73,right,0.0,9.0,1.67,1.0,2.0,0.0,0.0,850.0,82.77777778,0.1111111111111111,0.0
1,26.0,Midfielder,208,1.86,right,3.0,14.0,1.36,4.0,7.0,0.0,0.0,600.0,58.92857143,0.1428571428571428,0.0714285714285714
1,30.0,Forward,135,1.74,left,2.0,6.0,0.83,4.0,2.0,0.0,0.0,900.0,41.33333333,0.0,0.1666666666666666
1,34.0,Forward,202,1.77,left,0.0,10.0,1.9,0.0,10.0,0.0,0.0,700.0,71.5,0.1,0.1
1,32.0,Forward,202,1.77,right,2.0,10.0,0.7,0.0,6.0,0.0,0.0,500.0,85.6,0.0,0.0
1,30.0,Forward,202,1.77,right,1.0,3.0,2.33,1.0,2.0,0.0,0.0,200.0,57.66666667,0.3333333333333333,0.0
402,22.0,Defender,210,1.91,right,3.0,5.0,1.6,0.0,1.0,0.0,0.0,3000.0,86.0,0.0,0.0
1,25.0,Defender,202,1.84,right,1.0,9.0,2.11,2.0,1.0,0.0,0.0,75.0,64.33333333,0.0,0.0
1,23.0,Defender,109,1.7,left,1.0,9.0,1.67,0.0,0.0,0.0,0.0,600.0,90.0,0.0,0.0
426,24.0,Defender,199,1.87,both,5.0,1.0,3.0,0.0,0.0,0.0,0.0,28000.0,90.0,0.0,0.0
1,25.0,Midfielder,202,1.87,right,1.0,11.0,1.27,4.0,4.0,0.0,0.0,225.0,55.09090909,0.0,0.0909090909090909
298,23.0,Midfielder,202,1.83,right,3.0,12.0,1.33,0.0,2.0,0.0,0.0,28000.0,0.08725,0.0833333333333333,0.0833333333333333
1,25.0,Midfielder,202,1.77,right,1.0,19.0,1.79,2.0,2.0,0.0,0.0,175.0,0.083368421,0.0,0.1052631578947368
294,23.0,Midfielder,206,1.7,right,1.0,7.0,2.14,1.0,1.0,0.0,0.0,3000.0,80.57142857,0.0,0.0
352,22.0,Midfielder,202,1.78,right,2.0,4.0,1.0,4.0,0.0,0.0,0.0,600.0,13.0,0.0,0.0
1,21.0,Forward,202,1.75,right,2.0,8.0,1.38,4.0,4.0,0.0,0.0,4000.0,40.625,0.25,0.0
235,27.0,Forward,192,1.82,right,0.0,4.0,0.75,3.0,1.0,0.0,0.0,250.0,49.75,0.25,0.0
394,33.0,Defender,204,1.91,right,2.0,14.0,1.71,4.0,5.0,0.0,0.0,2500.0,61.5,0.0714285714285714,0.0
427,21.0,Midfielder,208,1.86,right,5.0,10.0,2.3,0.0,5.0,0.0,0.0,180000.0,87.9,0.0,0.3
330,22.0,Midfielder,207,1.85,right,1.0,7.0,1.86,2.0,5.0,0.0,0.0,2500.0,56.42857143,0.1428571428571428,0.0
401,22.0,Forward,202,1.8,right,4.0,9.0,2.22,6.0,3.0,0.0,0.0,10000.0,34.11111111,0.1111111111111111,0.2222222222222222
350,19.0,Forward,202,1.79,right,1.0,7.0,1.0,3.0,3.0,0.0,0.0,20000.0,48.71428571,0.2857142857142857,0.2857142857142857
234,26.0,Forward,202,1.94,right,2.0,7.0,1.71,7.0,0.0,0.0,0.0,900.0,16.42857143,0.0,0.0
234,22.0,Midfielder,202,1.88,right,2.0,9.0,1.33,0.0,1.0,0.0,0.0,6000.0,89.55555556,0.1111111111111111,0.0
1,19.0,Midfielder,202,1.76,right,3.0,2.0,1.5143660090423348,1.0,1.0,0.0,0.0,300.0,25.0,0.0,0.0
1,22.0,Midfielder,184,1.78,right,2.0,5.0,1.8,4.0,1.0,0.0,0.0,400.0,19.0,0.0,0.0
419,23.0,Midfielder,205,1.72,right,4.0,11.0,2.36,4.0,3.0,0.0,0.0,50000.0,64.63636364,0.0909090909090909,0.4545454545454545
1,22.0,Forward,184,1.75,right,2.0,5.0,2.0,5.0,0.0,0.0,0.0,350.0,12.6,0.0,0.0
1,21.0,Forward,184,1.87,right,1.0,7.0,1.0,7.0,0.0,0.0,0.0,275.0,18.71428571,0.2857142857142857,0.0
337,21.0,Defender,196,1.84,right,3.0,8.0,1.5,0.0,2.0,0.0,0.0,10000.0,88.25,0.0,0.0
337,22.0,Midfielder,202,1.76,right,4.0,8.0,1.5,4.0,4.0,0.0,0.0,10000.0,49.25,0.0,0.125
1,22.0,Defender,202,1.92,right,2.0,5.0,2.0,2.0,1.0,0.0,0.0,125.0,64.4,0.0,0.0
1,23.0,Midfielder,127,1.86,right,2.0,2.0,1.5,2.0,0.0,0.0,0.0,100.0,7.5,0.0,0.0
1,28.0,Midfielder,186,1.8,right,1.0,6.0,0.83,3.0,3.0,0.0,0.0,400.0,36.16666667,0.0,0.1666666666666666
1,31.0,Forward,202,1.68,right,2.0,7.0,0.71,3.0,4.0,0.0,0.0,600.0,51.28571429,0.0,0.2857142857142857
1,26.0,Forward,202,1.83,right,2.0,9.0,1.33,4.0,3.0,0.0,0.0,4000.0,52.66666667,0.5555555555555556,0.0
1,22.0,Forward,184,1.73,right,1.0,2.0,0.5,2.0,0.0,0.0,0.0,400.0,10.5,0.5,0.0
1,24.0,Defender,210,1.9,right,5.0,7.0,1.14,0.0,1.0,0.0,0.0,20000.0,83.57142857,0.0,0.1428571428571428
1,27.0,Defender,159,1.88,left,4.0,9.0,1.0,0.0,0.0,0.0,0.0,5000.0,90.0,0.0,0.0
1,26.0,Defender,205,1.77,right,1.0,8.0,1.75,1.0,3.0,0.0,0.0,900.0,77.375,0.0,0.125
357,27.0,Midfielder,210,1.84,right,0.0,3.0,2.33,1.0,2.0,0.0,0.0,5500.0,47.33333333,0.0,0.0
1,22.0,Midfielder,202,1.81,both,2.0,13.0,1.23,3.0,3.0,0.0,0.0,175.0,76.0,0.0769230769230769,0.0769230769230769
1,23.0,Midfielder,202,1.82,right,1.0,9.0,2.44,6.0,2.0,0.0,0.0,200.0,39.0,0.3333333333333333,0.3333333333333333
382,28.0,Forward,180,1.82,both,2.0,5.0,2.4,5.0,0.0,0.0,0.0,2800.0,28.6,0.0,0.2
1,21.0,Forward,202,1.84,right,3.0,6.0,2.17,1.0,5.0,0.0,0.0,2000.0,59.66666667,0.1666666666666666,0.0
1,23.0,Forward,192,1.83,right,1.0,8.0,0.38,8.0,0.0,0.0,0.0,50.0,34.375,0.0,0.0
1,22.0,Defender,190,1.87,right,0.0,9.0,1.22,0.0,1.0,0.0,0.0,200.0,85.44444444,0.0,0.0
1,23.0,Defender,202,1.85,right,0.0,6.0,0.83,2.0,1.0,0.0,0.0,1000.0,73.0,0.1666666666666666,0.0
338,22.0,Defender,202,1.84,left,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1500.0,45.0,0.0,0.0
1,23.0,Defender,208,1.84,left,3.0,13.0,1.23,1.0,1.0,0.0,0.0,275.0,0.083615385,0.0769230769230769,0.0
298,28.0,Midfielder,184,1.91,right,4.0,12.0,1.33,0.0,4.0,0.0,0.0,12000.0,80.75,0.0833333333333333,0.0833333333333333
1,24.0,Midfielder,202,1.86,right,1.0,2.0,0.5,1.0,0.0,0.0,0.0,250.0,59.5,0.0,0.0
1,29.0,Midfielder,202,1.88,right,0.0,3.0,1.33,1.0,2.0,0.0,0.0,1800.0,56.0,0.3333333333333333,0.0
1,32.0,Midfielder,202,1.75,right,1.0,5.0,1.4,2.0,3.0,0.0,0.0,400.0,50.4,0.2,0.2
1,24.0,Forward,202,1.81,left,2.0,7.0,1.14,4.0,3.0,0.0,0.0,1800.0,43.71428571,0.2857142857142857,0.0
382,26.0,Forward,151,1.89,right,1.0,7.0,1.29,2.0,4.0,0.0,0.0,10000.0,55.28571429,0.2857142857142857,0.0
1,23.0,Forward,210,1.79,right,2.0,6.0,0.67,2.0,3.0,0.0,0.0,2000.0,61.66666667,0.0,0.0
1,21.0,Forward,205,1.83,right,1.0,6.0,1.17,4.0,2.0,0.0,0.0,700.0,42.5,0.0,0.0
1,34.0,Forward,198,1.9,right,1.0,6.0,1.17,0.0,1.0,0.0,0.0,200.0,89.33333333,0.3333333333333333,0.0
343,27.0,Defender,204,1.87,left,2.0,14.0,2.0,1.0,3.0,0.0,0.0,4000.0,0.086214286,0.0714285714285714,0.0714285714285714
1,22.0,Midfielder,202,1.69,right,3.0,6.0,1.17,6.0,0.0,0.0,0.0,3500.0,23.16666667,0.0,0.1666666666666666
1,23.0,Forward,190,1.85,right,1.0,7.0,1.57,6.0,1.0,0.0,0.0,900.0,26.14285714,0.1428571428571428,0.1428571428571428
361,22.0,Defender,210,1.86,right,2.0,1.0,3.0,1.0,0.0,0.0,0.0,15000.0,3.0,0.0,0.0
384,29.0,Midfielder,210,1.83,right,2.0,6.0,1.33,2.0,2.0,0.0,0.0,10000.0,55.5,0.0,0.3333333333333333
1,25.0,Midfielder,202,1.86,left,1.0,6.0,1.17,3.0,3.0,0.0,0.0,700.0,46.0,0.1666666666666666,0.0
399,26.0,Midfielder,205,1.87,right,0.0,13.0,2.23,3.0,7.0,0.0,0.0,12000.0,68.92307692,0.3076923076923077,0.3846153846153846
1,24.0,Forward,192,1.74,right,3.0,2.0,1.5,2.0,0.0,0.0,0.0,1000.0,39.0,0.0,0.0
298,26.0,Forward,138,1.85,right,4.0,12.0,1.33,3.0,7.0,0.0,0.0,28000.0,58.91666667,0.5,0.0833333333333333
1,24.0,Defender,202,1.87,right,1.0,9.0,1.56,0.0,0.0,0.0,0.0,500.0,90.0,0.0,0.0
1,22.0,Defender,202,1.8,left,1.0,1.0,3.0,0.0,0.0,0.0,0.0,400.0,90.0,0.0,0.0
1,22.0,Defender,173,1.86,left,1.0,2.0,1.5,0.0,0.0,0.0,0.0,150.0,90.0,0.0,0.0
1,23.0,Defender,202,1.88,left,2.0,6.0,1.67,5.0,1.0,0.0,0.0,700.0,21.83333333,0.0,0.0
1,22.0,Defender,184,1.8,right,1.0,8.0,1.25,3.0,3.0,0.0,0.0,1500.0,64.25,0.0,0.0
1,24.0,Midfielder,202,1.9,right,2.0,8.0,1.63,1.0,0.0,0.0,0.0,1500.0,82.625,0.0,0.0
1,22.0,Midfielder,205,1.87,right,2.0,12.0,1.25,2.0,10.0,0.0,0.0,200.0,66.75,0.0,0.0833333333333333
1,22.0,Midfielder,169,1.64,right,2.0,16.0,1.94,8.0,5.0,0.0,0.0,150.0,53.3125,0.0625,0.1875
1,25.0,Forward,202,1.9,right,3.0,8.0,1.63,3.0,4.0,0.0,0.0,700.0,53.25,0.25,0.0
267,26.0,Defender,206,1.92,left,1.0,13.0,2.15,1.0,0.0,0.0,0.0,200.0,0.086538462,0.0769230769230769,0.0
315,26.0,Midfielder,184,1.83,right,1.0,6.0,1.17,4.0,1.0,0.0,0.0,10000.0,35.66666667,0.0,0.0
1,21.0,Midfielder,202,1.78,right,0.0,8.0,1.25,0.0,5.0,0.0,0.0,3000.0,81.0,0.0,0.125
265,26.0,Forward,173,1.78,right,3.0,4.0,1.5,4.0,0.0,0.0,0.0,900.0,11.5,0.0,0.0
234,22.0,Forward,202,1.82,right,1.0,3.0,0.67,2.0,1.0,0.0,0.0,600.0,25.0,0.0,0.0
319,23.0,Forward,168,1.97,right,3.0,11.0,2.27,0.0,7.0,0.0,0.0,6500.0,82.45454545,0.6363636363636364,0.0909090909090909
1,23.0,Defender,202,1.82,left,1.0,6.0,1.0,0.0,2.0,0.0,0.0,400.0,77.33333333,0.0,0.0
1,25.0,Defender,202,1.8,right,3.0,8.0,1.75,0.0,5.0,0.0,0.0,6000.0,82.25,0.25,0.0
1,24.0,Midfielder,190,1.68,right,0.0,8.0,1.75,0.0,2.0,0.0,0.0,13000.0,88.0,0.0,0.25
361,22.0,Forward,184,1.88,right,0.0,7.0,2.14,2.0,5.0,0.0,0.0,12000.0,51.85714286,0.0,0.2857142857142857
1,22.0,Midfielder,147,1.8,right,2.0,10.0,1.7,6.0,3.0,0.0,0.0,300.0,47.3,0.3,0.1
1,23.0,Midfielder,130,1.83,right,3.0,7.0,1.57,2.0,5.0,0.0,0.0,800.0,57.14285714,0.0,0.0
1,21.0,Forward,113,1.81,right,3.0,9.0,2.22,6.0,2.0,0.0,0.0,275.0,35.55555556,0.1111111111111111,0.1111111111111111
1,20.0,Defender,202,1.92,right,1.0,15.0,1.07,0.0,5.0,0.0,0.0,50.0,0.083066667,0.0,0.0
1,22.0,Midfielder,202,1.83,right,1.0,15.0,1.07,3.0,10.0,0.0,0.0,50.0,0.0674,0.0,0.0666666666666666
1,23.0,Forward,202,1.86,right,1.0,4.0,2.25,3.0,1.0,0.0,0.0,250.0,41.5,0.5,0.0
1,32.0,Defender,205,1.9,right,2.0,8.0,2.75,0.0,2.0,0.0,0.0,1200.0,88.125,0.0,0.125
354,27.0,Defender,204,1.83,right,1.0,6.0,0.17,1.0,2.0,0.0,0.0,300.0,70.66666667,0.0,0.0
1,32.0,Defender,202,1.87,right,2.0,13.0,1.54,0.0,1.0,0.0,0.0,250.0,0.090230769,0.0,0.0769230769230769
249,29.0,Defender,191,1.79,left,1.0,3.0,1.0,3.0,0.0,0.0,0.0,500.0,6.666666667,0.0,0.0
1,26.0,Midfielder,202,1.93,right,1.0,9.0,1.78,4.0,4.0,0.0,0.0,1200.0,35.33333333,0.1111111111111111,0.1111111111111111
1,22.0,Midfielder,202,1.74,right,2.0,8.0,1.5,7.0,2.0,0.0,0.0,700.0,19.0,0.0,0.125
280,27.0,Midfielder,205,1.9,right,1.0,13.0,1.38,4.0,7.0,0.0,0.0,3000.0,60.76923077,0.1538461538461538,0.0
1,21.0,Midfielder,202,1.72,right,1.0,15.0,2.4,6.0,8.0,0.0,0.0,75.0,61.33333333,0.0,0.2
1,28.0,Forward,197,1.77,both,2.0,2.0,2.0,0.0,2.0,0.0,0.0,900.0,63.5,0.5,0.0
1,24.0,Forward,202,1.71,left,2.0,6.0,1.33,4.0,2.0,0.0,0.0,400.0,31.16666667,0.0,0.0
361,26.0,Forward,197,1.72,left,0.0,8.0,2.25,0.0,5.0,0.0,0.0,18000.0,81.25,0.375,0.125
1,30.0,Forward,190,1.87,right,1.0,6.0,0.5,2.0,2.0,0.0,0.0,250.0,63.83333333,0.0,0.1666666666666666
1,23.0,Forward,202,1.8,right,1.0,19.0,2.26,1.0,10.0,0.0,0.0,150.0,0.082736842,0.4736842105263157,0.2631578947368421
244,33.0,Forward,75,1.85,right,1.0,8.0,1.25,5.0,2.0,0.0,0.0,125.0,44.125,0.375,0.125
1,32.0,Forward,202,1.77,right,1.0,10.0,1.6,8.0,2.0,0.0,0.0,700.0,35.5,0.0,0.1
1,21.0,Defender,202,2.01,right,0.0,12.0,1.25,0.0,1.0,0.0,0.0,500.0,0.089583333,0.0833333333333333,0.0833333333333333
1,34.0,Midfielder,202,1.79,right,1.0,7.0,2.43,2.0,3.0,0.0,0.0,150.0,65.42857143,0.7142857142857143,0.0
230,18.0,Midfielder,202,1.85,right,1.0,10.0,1.8,2.0,8.0,0.0,0.0,15000.0,63.0,0.5,0.2
1,20.0,Forward,199,1.8,right,1.0,1.0,1.5143660090423348,1.0,0.0,0.0,0.0,3500.0,3.0,0.0,0.0
1,21.0,Forward,180,1.79,right,1.0,16.0,1.69,10.0,4.0,0.0,0.0,800.0,48.5,0.125,0.125
1,20.0,Forward,202,1.81,right,1.0,10.0,2.3,8.0,2.0,0.0,0.0,500.0,32.8,0.1,0.1
426,18.0,Forward,202,1.76,right,3.0,2.0,3.0,0.0,1.0,0.0,0.0,4000.0,67.5,0.5,0.0
1,23.0,Forward,196,1.74,right,2.0,4.0,2.5,4.0,0.0,0.0,0.0,3000.0,14.25,0.0,0.0
332,21.0,Defender,210,1.91,right,1.0,5.0,2.4,2.0,0.0,0.0,0.0,6000.0,63.8,0.0,0.2
291,25.0,Defender,202,1.86,right,3.0,15.0,1.47,2.0,0.0,0.0,0.0,1500.0,0.084466667,0.0666666666666666,0.0
357,19.0,Defender,202,1.93,left,0.0,6.0,2.17,0.0,4.0,0.0,0.0,8000.0,78.5,0.3333333333333333,0.1666666666666666
1,21.0,Defender,202,1.71,right,2.0,7.0,0.71,4.0,2.0,0.0,0.0,250.0,40.42857143,0.0,0.1428571428571428
1,19.0,Midfielder,134,1.85,right,4.0,4.0,0.75,4.0,0.0,0.0,0.0,1500.0,23.5,0.25,0.0
230,25.0,Midfielder,196,1.88,right,1.0,11.0,1.91,2.0,4.0,0.0,0.0,5000.0,67.72727273,0.0,0.0
1,21.0,Midfielder,184,1.75,right,1.0,7.0,1.86,4.0,3.0,0.0,0.0,500.0,51.14285714,0.1428571428571428,0.4285714285714285
422,20.0,Forward,208,1.77,right,0.0,11.0,2.0,5.0,5.0,0.0,0.0,35000.0,50.81818182,0.4545454545454545,0.2727272727272727
422,25.0,Forward,205,1.76,right,0.0,9.0,1.78,4.0,5.0,0.0,0.0,40000.0,46.77777778,0.2222222222222222,0.1111111111111111
1,23.0,Forward,202,1.85,right,3.0,4.0,2.0,2.0,2.0,0.0,0.0,9000.0,42.25,0.25,0.25
322,24.0,Forward,199,1.77,left,3.0,18.0,1.78,0.0,15.0,0.0,0.0,4000.0,0.077777778,0.2777777777777778,0.1666666666666666
1,24.0,Defender,210,1.87,right,5.0,11.0,2.64,1.0,4.0,0.0,0.0,35000.0,72.18181818,0.0,0.0
1,21.0,Defender,202,1.9,right,2.0,4.0,1.5,0.0,0.0,0.0,0.0,100.0,90.0,0.0,0.25
1,21.0,Defender,205,1.65,right,1.0,9.0,1.56,6.0,2.0,0.0,0.0,500.0,39.22222222,0.0,0.0
1,21.0,Midfielder,134,1.85,right,1.0,7.0,1.0,3.0,3.0,0.0,0.0,3000.0,44.42857143,0.0,0.0
